Biochemical oxygen demand (mg/l),Dissolved Oxygen mg/L,Temperature,pH,COD (chemical Oxygen Demand),Conductivity (uS/cm),Colour (TCU),Floride,Nitrate (mg/l),Potassium (mg/l),Total Organic Carban (mg/l),Chloride (mg/l),Total Suspended Solids,Turbidity (NTU),Potability
2.6,6.2,26.6,7.56,0.960882447,1489.74,11.23,0.605135878,24.01,1.01,14.5297793,16.04,8.02,2.01,potable
1.34,7.2,30.4,6.55,2.727207465,583.49,14.7,0.762576838,2.63,8.51,14.68397047,223.43,10.98,3.49,potable
0.37,7.4,25.5,6.74,0.034310423,1162.02,10.46,0.649343401,1.19,6.46,13.93214538,58.15,11.5,3.75,potable
3.37,7.5,25.1,7.95,1.373785469,1129.11,0.4,0.681501414,12.67,14.6,14.03826326,158.01,4.1,0.05,potable
4.95,7.1,28.9,7.37,0.57342859,305.78,11.71,0.67518425,12.5,17.53,18.75613937,168.42,12.4,4.2,potable
4.35,7.3,28.8,6.53,1.212427641,934.57,0.08,0.621375683,43.46,18.19,13.55036657,69.24,11.04,3.52,potable
0.43,7.3,29.3,7.98,0.967263559,1208.69,12.78,0.726312646,32.55,48.93,15.68940449,114.81,10.96,3.48,potable
2.71,1.5,29.5,7.21,2.749072016,263.42,3.77,0.609554023,2.02,11.17,18.27241832,20.38,13.68,4.84,potable
4.63,3.9,28.4,7.55,0.404813643,992.3,13.52,0.611729184,25.95,14.02,13.579996,23.55,7.56,1.78,potable
0.26,1,26.9,7.2,2.837086957,282.68,6,0.633922732,33.72,8.72,23.39951606,61.78,10,3,potable
2.18,0.9,25.8,6.87,1.104051015,533.97,13.36,0.630884787,15.84,41.82,15.83176344,56.55,6.44,1.22,potable
4.79,7.2,26.6,6.69,1.692665327,195.43,0.72,0.669535938,0.94,32.88,11.50450612,73.55,5.8,0.9,potable
3.75,7.7,25.3,8.47,0.403162243,432.14,6.72,0.600027802,20.02,11.42,20.23252348,101.28,13.52,4.76,potable
2.15,7.3,28.2,7.99,1.715335264,713.98,9.17,0.783778267,32.05,35.91,17.72972404,159.13,8.28,2.14,potable
2.42,1.2,28.5,6.51,1.158778631,207.27,7.12,0.640595781,23.64,11.56,16.08284748,243.75,11.2,3.6,potable
4.98,3.2,27.6,7.58,0.066588011,636.86,2.8,0.611703978,23.62,37.8,15.91450007,21.9,4.14,0.07,potable
0.97,7.2,29,7.5,1.543720286,1164.9,9.17,0.608546884,36.71,36.95,17.47063098,39.03,11.02,3.51,potable
2.94,7.2,27.5,6.95,0.472770947,407.99,10.64,0.604255183,36.26,28.16,10.99941608,46.44,5.66,0.83,potable
0.24,7.5,30,7.63,2.19276453,794.46,6.13,0.688199636,24.09,31.6,16.02250323,212.99,4.14,0.07,potable
4.12,7.6,27.8,6.61,2.405265465,21.94,10.17,0.629281188,20.72,36.94,9.348252155,28.72,9.48,2.74,potable
0.91,7.1,30.2,8.4,0.868584611,1167.48,8.57,0.615721326,1.39,43.07,17.11527603,19.07,8.18,2.09,potable
4.9,7.2,30.8,6.88,0.602888146,218.21,2.09,0.606433867,21.68,34.6,16.58457144,80.18,9.8,2.9,potable
2.13,6.9,25.3,8.04,2.873948711,1260.39,10.65,0.622192171,22.56,40.97,11.28641004,104.04,7.86,1.93,potable
1.12,6.8,25.3,7.05,0.414056886,564.46,13.87,0.604629132,28.18,38.75,16.80039961,106.93,5.6,0.8,potable
3.32,6.2,25.8,7.15,1.241909302,468.39,0.75,0.61707438,16.64,41.88,14.21576467,63.07,11.54,3.77,potable
2.49,6.4,27.2,8.45,2.416700287,964.89,13.12,0.633561139,28.69,46.64,16.34071505,152.04,12.5,4.25,potable
0.86,6.6,28.1,7.08,1.471485701,1089.81,12.48,0.600282603,9.75,8.96,10.54688624,121.93,13.56,4.78,potable
3.31,7.3,28.1,6.58,0.411373865,480.6,1.98,0.665184448,20.96,20.89,9.182833652,62.01,10.3,3.15,potable
3.62,5,27.7,7.69,2.894554275,657.78,8.93,0.641838156,26.48,28.61,10.84773685,178.16,11.4,3.7,potable
2.53,6,28.2,7.23,2.263960803,585.89,7.89,0.70302111,30.64,42.9,13.88883433,236.62,8.94,2.47,potable
0.88,5.3,28.1,8.24,2.68404192,587.85,6.73,0.667826404,35.93,47.1,14.77086294,171.06,13.68,4.84,potable
4.63,4.3,28.1,8.08,0.419683073,313.7,11.96,0.753290845,18.3,2.09,12.92410682,197.21,6.52,1.26,potable
0.32,4.5,28.1,8.47,1.622383745,624.15,3.51,0.661653572,43.77,3.71,11.43246635,71.68,7.68,1.84,potable
4.03,6.8,28.3,6.59,1.412028782,284.84,10.13,0.687219076,16.07,33.35,10.46423858,221.43,5.76,0.88,potable
4.19,5,29.1,7.44,1.702882495,535.81,0.78,0.625338803,2.8,44.64,18.70927337,112.21,11.98,3.99,potable
3.55,3,28.7,8.35,2.450633073,1414.81,14.4,0.669814975,11.92,5.44,11.36686342,99.4,6.58,1.29,potable
2.72,6.7,28.5,7.44,2.468846088,1035.44,8.65,0.671602739,11.4,24.52,14.16893351,89.39,6.94,1.47,potable
3.9,8.2,26.6,7.1,2.416665849,1323.69,14.38,0.606673485,32.43,26.06,13.1472795,28.32,10.64,3.32,potable
1.1,5.6,30.5,6.83,0.205366858,903.4,12.85,0.60490506,43.98,39.16,15.5172963,207.49,13.94,4.97,potable
1.8,5.5,28.8,6.64,1.008009427,123.91,10,0.639581561,24.53,37.56,16.56316651,160.77,10.04,3.02,potable
1.29,5.5,25.3,6.56,1.661300788,60.97,8.73,0.654664123,2.3,26.03,12.08389565,161.72,8.34,2.17,potable
1.94,5.3,25.9,7.74,2.019957857,447.19,10.58,0.811138377,33.69,43.87,11.76614643,158.58,7.9,1.95,potable
0.65,6,26.5,7.88,2.27721906,110.67,2.09,0.611104621,9.91,21.18,14.82874304,54.2,10.08,3.04,potable
4.82,5.7,18.9,7.78,0.583829954,426.56,10.68,0.712761132,40.99,24.45,17.78000011,169.76,12.48,4.24,potable
0.62,6.4,20.5,7.4,0.514959929,1440.81,5.4,0.742548915,21.06,23.38,11.36870244,189.33,6.88,1.44,potable
4.44,6.2,27.1,8.2,0.794544865,785.88,10.47,0.601509451,17.85,22.35,12.99414,54.69,8.26,2.13,potable
4.75,6.1,26.3,6.53,0.139585462,233.36,7.86,0.774143743,10.08,30.08,17.85447002,182.8,11.74,3.87,potable
2.05,7,29.1,6.52,2.336665135,1153.18,7.99,0.61495302,23.49,42.7,17.28504169,33.37,7.18,1.59,potable
0.08,6.6,28.4,7.48,2.717494143,515.22,1.21,0.654377204,27.82,7.84,17.41168255,117.38,12.28,4.14,potable
2.48,7,24.7,6.75,1.130263467,1348.24,0.22,0.602624419,15.47,13.92,9.983462392,3.59,10.8,3.4,potable
3.32,7,24.4,8.37,0.559512968,449.66,14.24,0.664290197,17.37,0.07,16.16409127,163.09,12.8,4.4,potable
1.28,6.3,22.7,7.89,1.876428799,1152.12,4.16,0.660833542,35.79,33.32,13.50768846,248.47,4.1,0.05,potable
1,6.7,24.8,8.35,2.687231842,455.25,2.64,0.623081067,7.06,31.04,10.50481955,87.87,6.58,1.29,potable
1.38,7.1,24,8.5,1.789223784,1477.01,3.01,0.607480149,4.82,36.96,18.95953438,188.82,12.04,4.02,potable
2.67,6.7,22.8,7.35,2.511208992,755.05,0.53,0.628803477,43.23,14.26,12.24734356,51.21,12.18,4.09,potable
4,7.2,26.8,7.7,2.824997428,1458.02,0.34,0.794020711,30.46,6.3,12.71635014,220.43,6.34,1.17,potable
3.69,4.2,27.4,7.98,0.441502305,369.3,2.6,0.765620303,10.88,29.99,16.46083688,230.52,12.02,4.01,potable
3.41,6.3,25.3,6.97,1.759698908,945.66,7.5,0.782273504,28.39,9.69,11.85322809,218.98,9.82,2.91,potable
0.37,5.6,27.1,8.3,1.161681237,585.91,12.76,0.796583346,14.55,18.34,13.74705768,161.33,7.6,1.8,potable
0.31,2.8,29,7.85,2.342058354,1221.2,4.78,0.628725331,1.01,46.38,19.93748613,73.86,9.52,2.76,potable
0.44,5.2,25,7.07,2.083027984,928.72,10.86,0.660835319,28.24,43.15,17.97556384,184.93,5.36,0.68,potable
0.34,5.6,25,7.97,0.052220538,508.46,7.05,0.770880387,27.68,31.26,16.11711046,242.76,7.32,1.66,potable
1.93,5.5,25,6.78,0.995712298,248.73,10.98,0.602561519,31.42,43.88,12.99059199,214.96,11.36,3.68,potable
2.84,6.9,32,7.15,1.887790004,639.48,8.95,0.634217801,15.43,39.62,17.89572372,214.23,8.58,2.29,potable
4.24,6.3,29.3,8.14,1.973723212,269.51,4.49,0.683357098,12.32,47.87,16.96330978,105.77,4.06,0.03,potable
0.31,7.1,22.8,7.65,2.025426919,602.51,4.41,0.678919053,42.22,44.44,14.36963009,176.14,5.82,0.91,potable
2.99,6.9,24.5,8.02,2.153734483,669.36,0.27,0.607393386,23.02,16.14,13.63397438,226.16,4.46,0.23,potable
0.24,7.2,25.5,6.76,0.268582523,44.76,4.6,0.603425971,3.59,30.17,10.80631311,35.38,4.3,0.15,potable
1.69,6.9,29,8.06,2.224985464,1492.41,3.92,0.616706253,25.61,32.68,17.01078491,24.12,11.6,3.8,potable
3.77,6.9,23.8,7.89,1.049646624,561.39,8.1,0.694646022,44.34,15.99,12.6146689,119.48,9.32,2.66,potable
0.85,6.4,22.8,6.87,1.536518144,1284.84,4.77,0.637146085,4.65,30.76,14.5601358,38.17,8.18,2.09,potable
0.64,6.3,29,7.67,0.212014995,919.03,9.73,0.723578713,7.88,16.09,15.03031511,213.36,7.12,1.56,potable
2.37,6.7,29,8.38,1.401058468,1297.71,1.46,0.600410767,22.06,31.51,12.77701399,44.65,13.8,4.9,potable
4.78,6.3,23,7.9,0.711662742,238.13,6.3,0.777965157,18.44,13.65,16.40615622,240.49,5.14,0.57,potable
4.01,5.9,29,8.26,0.381559696,1462.34,7.7,0.673985171,11.03,13.24,16.69147057,238.82,13.98,4.99,potable
3.47,7.3,25.7,7.32,2.959106797,969.61,2.76,0.643151798,26.68,14.29,6.37407026,87.82,9.12,2.56,potable
3.71,3.6,25.7,7.59,2.809783649,525.52,9.8,0.615951064,22.02,38.73,9.751086325,21.69,4.36,0.18,potable
2.94,6.3,24.3,8.23,0.879945623,798.09,3.17,0.625528965,43.1,0.79,11.59002511,25.8,12.96,4.48,potable
4.72,7.1,22.7,6.72,0.94774404,698.38,9.25,0.871017172,20.93,24.77,14.25464074,239.51,9.84,2.92,potable
4.6,7.1,19,7.9,0.158842058,383.9,2.17,0.746906444,42.29,6.85,8.630090798,196.98,8.86,2.43,potable
2.62,7.2,23,7.19,2.741174364,219.92,11.95,0.603192546,25.38,42.76,11.94991382,3.9,8.54,2.27,potable
4,7,24,7.57,0.494349799,1348.8,5.85,0.600360085,31.56,44.92,18.0153855,170.65,9.54,2.77,potable
4.74,7.2,24.7,7.8,0.531945428,44.61,7.66,0.664863522,13.92,12.04,10.49058864,147.66,6.84,1.42,potable
0.27,7.1,25,7.94,0.450654057,666.29,3.24,0.647309619,19.03,47.08,11.11927378,71.39,7.72,1.86,potable
1.72,6.8,22,8.13,0.186957692,566.24,8.89,0.643897008,7.03,8.85,19.60042881,115.74,6.68,1.34,potable
0.05,6.8,24.3,7.94,2.334487,587.36,6.95,0.746629762,14.25,34.06,13.19534068,207.14,8.84,2.42,potable
0.12,6.8,23.3,7.37,0.575619274,1450.33,4.1,0.667529397,12.6,15.32,14.70501353,127.56,13.16,4.58,potable
4.28,6.7,19.5,7.08,1.452148078,114.24,2.47,0.768933097,2.28,17.9,17.05271326,138.41,10.38,3.19,potable
2.3,6.8,21.5,7.91,1.343082048,851.86,10.86,0.640070319,11.52,20.82,19.7625765,88.59,10.1,3.05,potable
0.37,6.8,20,6.56,0.838424477,1062.51,2.92,0.600345786,8.21,11.46,15.30607892,32.98,11.36,3.68,potable
1.64,6.9,32.6,7.65,1.173208169,603.81,2.04,0.703020212,42.43,20.86,17.18676578,147.21,10.08,3.04,potable
1.96,7,23.6,8.09,2.804724907,253.22,3.02,0.682530019,31.44,40.94,14.32688885,153.09,11.18,3.59,potable
0.3,7.2,23.9,8,2.533906535,1065.39,8.22,0.600262546,19.76,37.8,14.38960913,13.65,7.96,1.98,potable
4.74,7.2,24.5,7.22,1.327941192,498.53,1.43,0.72123993,42.38,8.49,10.89992641,157.3,8.98,2.49,potable
2.61,6.7,18.1,8.16,1.011439922,206.03,10.69,0.707819542,34.24,34.23,18.44079003,201.5,10.56,3.28,potable
3.4,7.3,25.1,8.42,0.735635736,939.14,11.51,0.791532823,1.19,12.39,18.27243924,170.7,5.14,0.57,potable
4.26,6.4,22.3,7.8,0.172082073,195.04,0.36,0.630503915,17.55,43.87,15.64005334,36.56,10.86,3.43,potable
1.62,6,23.7,8.25,2.902765015,485.01,2.57,0.738677409,29.85,46.66,10.38517245,248.62,7.68,1.84,potable
1.25,6.3,23.9,8.16,2.114510593,1442.06,0.5,0.622457811,11.38,3.6,19.39632945,226.62,4.88,0.44,potable
0.59,6.5,25.5,7.39,0.0746578,442.65,12.6,0.606978006,25.18,1.77,17.98595656,180.48,4.9,0.45,potable
0.93,6.7,25.1,6.71,0.827284374,1082.51,12.27,0.678560113,16.77,33.79,14.34767609,113.5,7.86,1.93,potable
2.97,7,25.2,7.92,1.711350336,1258.3,2.66,0.771404823,25.17,22.63,13.12769368,177.69,7.58,1.79,potable
4.29,6.7,23.2,7.49,2.998545477,1117.64,3.98,0.654588495,9.42,20.47,14.25268374,67.76,8.2,2.1,potable
3.57,6.9,20.1,7.59,2.430911139,1041.08,10.46,0.607014545,28.89,34.39,6.748091938,39.08,7.76,1.88,potable
3.55,6.7,18.3,8,2.494814076,917.83,10.3,0.6879814,43.47,48.25,16.90014798,71.57,13.72,4.86,potable
4.98,5.6,19.3,8.03,2.981607074,901.02,11.82,0.603673461,11.6,47.73,12.81872967,47.33,5.98,0.99,potable
3.73,7.3,24,7.89,0.644598325,348.76,13.78,0.734608163,10.58,20.61,5.315286537,130.18,13.26,4.63,potable
2.25,6.9,20.5,7.15,1.903881724,814.47,2.01,0.659421452,3.85,45.94,13.65395987,65.72,8.4,2.2,potable
3.96,7.1,21.2,7.95,0.081854075,276.19,4.35,0.861504903,21.87,39.92,11.88716125,200.56,12.14,4.07,potable
2.33,7.2,26.3,7.39,1.923129028,1155.63,5.05,0.694127496,35.54,16.61,13.56538738,225,5.58,0.79,potable
2.87,3.4,25.5,7.51,0.85759892,482.45,10.91,0.698558375,44.05,22.89,19.05698492,175.84,7.36,1.68,potable
2.39,6.1,20,6.73,1.943192943,258.88,11.81,0.656550139,24.02,36.6,13.49640431,150.65,13.64,4.82,potable
4.71,6.4,20.3,7.58,2.189394007,239.48,4.45,0.601014554,1.45,11.01,13.33676961,6.32,8,2,potable
0.39,6.2,19.4,7.69,1.89497626,764.12,7.78,0.61745396,40.44,36.89,12.25408076,30.1,9.86,2.93,potable
0.49,6.6,21,7.63,2.571028228,478.22,3.27,0.661381794,30.81,30.71,11.34630175,239.95,13.04,4.52,potable
2.11,6.8,19.2,8.02,1.376021621,373.49,4.19,0.822987316,40.51,1.14,13.13835315,213.24,13.04,4.52,potable
0.34,2.9,18.3,7.79,1.633478475,582.59,3.83,0.717860354,40.73,4.91,12.73604425,117.06,4.72,0.36,potable
1.62,3,19.6,7.52,2.153015263,1160.98,2.16,0.604394534,2.38,9.54,22.51787047,28.91,8.2,2.1,potable
2.23,6.7,23.7,7.47,0.60308929,1024.17,10.64,0.62466268,33.39,40.15,12.90422086,24.1,9.68,2.84,potable
4.37,3.6,18.2,8.07,0.092182413,313.53,0.54,0.607065952,26,44.02,11.29318661,163.24,4.24,0.12,potable
4.26,6.1,18.8,7.55,0.440145616,53.75,14.68,0.638056125,26.56,35.87,10.16030276,155.04,7.8,1.9,potable
2.54,6.9,18.9,6.89,0.845328669,858.01,10.66,0.620416869,0.06,18.49,12.28782443,37.01,11.66,3.83,potable
4.25,7,25.1,6.73,1.02759886,1425.73,14.78,0.643042472,27.8,9.93,11.41701861,134.97,10.54,3.27,potable
2.81,3.1,18.8,7.02,2.541176865,327.53,6.95,0.601605297,1.91,14.62,12.18263888,8.09,6.26,1.13,potable
3.22,7,20.2,7.31,0.701387797,541.73,8.15,0.649009755,35.36,40.93,12.07044433,205.84,12.02,4.01,potable
1.45,6.1,20,7.85,1.007780285,390.94,3,0.638718447,25.5,41.72,12.39770353,236.71,9.7,2.85,potable
2.03,6,18.5,6.53,1.29888248,933.3,2.78,0.631121759,9.52,6.76,9.142523494,71.18,5.54,0.77,potable
2.61,6.3,18.8,7.53,0.277682063,260.62,2.54,0.706524057,11.97,10.46,14.2351542,165.92,10.66,3.33,potable
1.6,6.9,18.3,7.08,0.329395362,111.66,2.37,0.710381811,22.23,30.7,13.86648723,131.48,13.5,4.75,potable
4.26,5.9,18.5,6.87,1.342721567,537.09,7.27,0.69227949,34.5,26.7,15.25402122,231.91,5.2,0.6,potable
1.96,7.8,18.2,8.02,2.587050423,747.25,10.93,0.604746918,15.49,39.33,16.3893839,54.17,11.82,3.91,potable
3.52,7.1,22.1,8.47,1.406723078,470.77,4.95,0.60012781,34.32,40.23,8.073420571,111.41,12.56,4.28,potable
4.24,7.3,17.6,6.55,2.785344227,426.7,3.5,0.628872255,1.76,37.77,17.12096224,66.92,4.44,0.22,potable
4.6,6.2,18.7,7.22,2.3605964,492.58,2.93,0.774008578,40.25,21.3,13.45108878,145.27,8.8,2.4,potable
2.8,7.2,18.7,7.6,0.312066108,1303.6,4.71,0.626953742,23.1,47.94,12.43973968,234.17,8.24,2.12,potable
0.72,6.9,23.1,7.8,2.336474756,719.64,13.45,0.639706986,17.28,3.13,9.55173234,67.69,5.34,0.67,potable
4.46,6.3,22.6,8.23,0.978114272,278.88,13.43,0.625765153,9.49,21.58,18.2100315,172.25,12.98,4.49,potable
1.09,7.6,20,8.29,0.019938294,131.51,3.59,0.678797717,34.84,12.67,17.27466256,107.71,12.42,4.21,potable
2.36,7,19.9,7,2.726533601,501.85,11.23,0.632170787,39.81,38.64,11.78479884,110.76,7.74,1.87,potable
4.95,5.9,24.5,8.17,1.556487311,804.96,5.07,0.821109985,20.53,45.44,16.54292133,187.48,6.88,1.44,potable
1.55,6.8,24.4,8.28,2.57588742,1118.06,2.09,0.603148942,16.63,7.14,13.57022302,26.86,11.14,3.57,potable
4.11,6.3,23.6,7.63,0.363649777,157.38,5.32,0.651699975,34.66,10.25,14.78229043,181.03,13.4,4.7,potable
4.98,6.4,23.5,7.08,0.914683734,1208.02,7.41,0.621262212,22.62,43.64,14.18239607,111.7,11.98,3.99,potable
2.06,6.6,27.3,8.27,2.393831078,1349.63,10.56,0.630613713,8.6,35.25,15.01924062,212.14,11.34,3.67,potable
4.77,6.9,29.1,6.61,1.860577806,471.12,6.54,0.699210958,36.85,30.11,11.53998664,147.72,4.18,0.09,potable
0.73,6,26.6,7.78,2.279507642,112.27,9.3,0.690142332,7.99,10.25,18.19693095,120.27,4.14,0.07,potable
2.89,4.5,27.1,7.45,1.094812536,854.12,8.65,0.604575341,2.74,16.3,20.29627439,60.12,10.9,3.45,potable
4.72,4.2,27.3,6.74,2.78616873,322.76,2.88,0.793222555,40.09,3.14,17.74122824,176.01,12.04,4.02,potable
3.03,7.3,24.5,7.35,1.532190451,463.57,11.62,0.61019248,27.48,15.2,14.84495478,21.19,5.96,0.98,potable
4.82,6.4,27.5,8.37,2.222699534,1394.58,6.06,0.64635529,11.08,28.51,12.53868069,125.46,8.28,2.14,potable
3.87,5.9,28.3,7.02,2.517492788,546.27,9.19,0.636617137,12.43,42.92,11.31229362,133.49,9.94,2.97,potable
2.34,4.6,28.4,7.09,0.644046435,1055.13,0.23,0.64827179,29.2,9.53,15.08869952,145.58,7.5,1.75,potable
2.24,6.5,27.6,8.16,0.700011588,399.72,2.5,0.610286024,18.58,15.56,14.85798109,13.09,9.38,2.69,potable
1.65,5.3,27,7.48,0.299659087,916.21,8.08,0.617579517,41.67,15.85,9.085278555,107.24,4.42,0.21,potable
1.61,3.6,29,7.54,2.304887628,414.78,4.74,0.674889234,26.62,5.37,19.58549658,151.28,9.4,2.7,potable
0.74,6,30,8.25,2.457570003,23.08,6.3,0.662343602,0.39,16.32,16.62938444,109.27,11.86,3.93,potable
1.36,4.9,30.4,8.25,2.521577591,155.48,7.2,0.671307682,24.74,48.22,10.24723219,115.6,6,1,potable
0.87,6.3,30.8,6.62,2.419948284,155.85,13.76,0.641361768,24.69,11.28,15.63945476,35.18,8.42,2.21,potable
4.1,6.6,30.3,8.27,1.934875668,1256.62,3.02,0.70833281,37.01,33.69,15.98941896,143.98,5.64,0.82,potable
3.87,7.1,30.1,7.33,0.073997684,1303.41,14.51,0.697648895,7.87,23.8,10.52016145,247.51,6.02,1.01,potable
1.92,6,29.9,6.64,2.030653245,1260.35,11.19,0.618020073,1.48,38.9,16.51623165,33.41,9.26,2.63,potable
3.69,6.1,29.1,7.52,0.828819884,1272.65,9.34,0.853385441,44.81,31.01,12.85423898,191.8,10.66,3.33,potable
2.13,5.8,29.9,8.29,0.145051556,936.29,1.94,0.654501721,43.93,10.19,15.19701462,135.22,4.42,0.21,potable
1.6,6.1,29.8,6.56,1.51534887,45.36,6.72,0.800738766,6.73,41.78,13.53940958,223.07,13.96,4.98,potable
4.32,7.3,27.9,6.82,2.76441372,141.96,9.25,0.711160881,5.09,8.42,15.37009758,110.64,6.96,1.48,potable
0.8,7.6,28.2,8.16,1.728364942,307.21,8.17,0.697433675,5.58,41.47,7.496410136,159.13,10,3,potable
4.28,6.5,29.6,8.06,2.309118719,1113.59,14.5,0.601058075,23.69,32.99,5.567692791,221.77,5.84,0.92,potable
3.9,6.5,28.8,7.55,1.033967471,961.91,8.18,0.61724849,43.35,4.96,17.35807147,42.49,11.04,3.52,potable
4.53,7.5,29.5,7.06,1.201955204,351.27,11.46,0.738509052,1.08,7.29,15.28426758,174.95,12.26,4.13,potable
1.71,7.6,29.8,6.98,2.910887896,1181.05,2.57,0.639567881,38.99,21.88,14.89609216,215.33,9.24,2.62,potable
2.03,7.3,29.7,8.34,0.219217896,26.46,10.89,0.694068633,6.27,28,20.69619806,140.39,5.56,0.78,potable
2.5,7.5,28.7,7.4,2.048608262,608.34,9.13,0.616901313,4.51,14.23,14.47165033,15.81,4.76,0.38,potable
0.77,7.3,27.9,7.05,0.410924866,799.94,5.65,0.721093626,40.33,45.84,17.76964143,92.71,4.84,0.42,potable
0.12,7.4,29.3,7.87,2.01154818,194.76,6.76,0.656243463,9.92,24.02,15.06704165,73.84,8.3,2.15,potable
1.97,6.9,28.6,8.42,0.794662809,49.29,4.56,0.694661618,0.86,10.95,16.92441864,158.93,8.4,2.2,potable
4.23,7,29.8,7.26,0.46879245,1138.02,6.78,0.728165929,7.64,12.67,12.07920712,207.31,9.08,2.54,potable
2.35,7.2,28.6,6.97,2.095418842,527.76,1.3,0.754389905,23.22,6.08,13.42012608,230.12,13.26,4.63,potable
4.86,7.3,30.6,6.52,2.418544926,416.72,7,0.646666077,34.61,22.12,18.68421531,167.88,6.88,1.44,potable
3.13,8,30.4,8.08,2.821265599,951.58,0.85,0.623506615,2.4,1.73,9.657360417,135.33,7.1,1.55,potable
0.64,8,29.6,7.44,0.561323101,1054.21,6.69,0.603536215,4.61,24.51,10.33998559,14.82,11.34,3.67,potable
4.97,7,29.6,7.91,0.140828156,1422.57,10.51,0.655536517,15.25,2.65,16.51972223,196.18,5.06,0.53,potable
3.7,7,29.5,8.32,1.174813082,740.18,7.4,0.613679946,13.32,49.2,15.96353978,235.23,11.18,3.59,potable
4.81,6.7,26.7,6.97,2.183651545,1033.43,14.27,0.620589309,25.3,49.02,11.36042703,75.37,5.52,0.76,potable
4.84,7.2,29.3,7.06,2.891198105,1120.11,2.92,0.613039339,21.24,8.83,12.17894044,192.14,13.32,4.66,potable
0.12,6.7,28,8.01,2.814120549,577.81,3.35,0.65113104,32.02,35.68,12.00154741,77.15,8.06,2.03,potable
3.17,6.3,28.2,6.86,2.634374045,557.1,14.5,0.641540366,3.86,5.09,23.37326504,238.22,7.24,1.62,potable
0.02,6.6,26.5,7.26,1.843860889,456.36,0.67,0.635874476,24.3,49.18,18.26368767,70.25,4.2,0.1,potable
2.95,7.1,20.7,6.94,2.016110535,1230.65,7.18,0.640073824,34.92,10.51,13.43350592,207.07,8.2,2.1,potable
4.06,6.9,27.2,7.61,2.389970893,463.29,13.05,0.61850785,15.71,22.59,11.26512723,65.97,12.46,4.23,potable
2.99,7.3,27.5,8.27,2.005157298,108.19,0.19,0.693153991,5.56,19.23,15.8950482,82.54,13.44,4.72,potable
5,6.1,26,7.43,0.755195771,443.05,0.36,0.620643766,28.76,39.58,14.3753683,48.16,7.26,1.63,potable
4.79,6.9,26.5,8.04,2.851721742,36.94,5.2,0.624645279,22.03,3.58,10.78050121,129.56,12.44,4.22,potable
1.76,6.8,27,6.86,0.108850411,62.82,1.16,0.607508957,32.56,9.26,19.62602199,15.68,7.5,1.75,potable
2.24,6,27.3,7.81,2.79219712,618.55,10.11,0.603774667,3.2,34.57,11.29178773,218.1,11.08,3.54,potable
1.41,6.5,28.7,8.47,2.918252394,562.64,9.04,0.774455661,3.13,32.22,13.67547972,213.67,5.08,0.54,potable
1.12,3.4,28.4,6.83,0.393311203,255.47,2.24,0.642174375,6.84,16.63,15.37154969,198.15,8.72,2.36,potable
4.51,5.5,28.7,6.91,2.387828818,582.44,11.29,0.644417441,21.21,49.43,16.11543236,66.22,11.96,3.98,potable
1.52,4.7,28.7,8.04,0.466009223,1275.62,9.5,0.63331705,16.1,31.22,14.48221298,159.88,12.22,4.11,potable
4.01,5.3,28.7,7.38,0.793879549,445.45,2.5,0.610782422,41.06,40.71,13.14249297,206.34,4.08,0.04,potable
4.07,4.9,28.7,7.01,0.84247711,1394.44,1.56,0.635262093,15.1,30.4,10.65887825,97.89,11.6,3.8,potable
1.04,5.3,29.3,6.61,1.123479197,818.93,2,0.853075393,44.6,34.23,15.96749019,199.1,10.8,3.4,potable
1.43,4.9,28.3,8.05,2.569435511,631.17,11.89,0.611362084,7.46,42.35,13.2043938,35.51,11.66,3.83,potable
4.59,4.4,28.7,8.02,2.822155348,154.45,3.17,0.611957529,36.76,16.75,16.50157842,99.8,13.82,4.91,potable
1.97,4.8,29.2,8.48,0.636791638,1157.95,3.41,0.62733172,6.3,21.64,14.1541096,100.42,7.76,1.88,potable
1.27,5.1,28.7,6.66,2.717101818,1480.76,3.61,0.612415633,40.47,42.85,19.89002532,75.97,9.64,2.82,potable
2,4.6,27.2,6.56,2.686089688,976.41,9.27,0.688769131,13.12,33.4,7.091298157,222.19,12.74,4.37,potable
4.65,4,27.2,7.87,1.407650765,616.62,4.96,0.624471247,7.97,33.91,12.49050929,173.45,4.24,0.12,potable
1.21,4.4,27.2,7.86,0.634067328,603.53,9.9,0.656519938,24.86,41.99,8.811986112,57.06,9.68,2.84,potable
1.15,5,26.2,8.18,0.096470114,1374.15,7.08,0.617569469,17.56,8.36,14.56216135,48.76,8.5,2.25,potable
4.41,4.8,24.5,6.56,1.16253415,900.86,12.78,0.620174003,16.67,40.47,14.85222533,32.4,13.68,4.84,potable
0.5,7.1,24.5,7.57,0.816377002,1070.54,2.13,0.669719537,12.05,30.26,9.633631144,213.07,7.86,1.93,potable
0.72,7.1,24.5,8.43,1.299118108,352.98,0.29,0.684254205,11.26,39.77,11.07834122,184.19,10.86,3.43,potable
2.05,6.6,24,8.36,0.826846474,1103.78,14.19,0.600193653,34.42,3.69,12.26349197,11.62,7.22,1.61,potable
1.64,4.9,24.9,7.31,0.035915766,561.63,13.82,0.65277966,43.11,23.37,15.39645507,67.27,7.54,1.77,potable
